seller_id,order_volume_perf,late_rate,severe_late_rate,avg_delay,revenue,avg_review,low_review_rate,review_variance,order_volume_rev,seller_risk_index
b561927807645834b59ef0d16ba55a24,85,0.14736842105263157,0.10526315789473684,-8.16842105263158,7169.0199999999995,4.336842105263158,0.09473684210526316,1.2895856662933924,85,0.15136131589210944
05f51e13da97139648b8125c31e5f51b,60,0.14285714285714285,0.1111111111111111,-9.183333333333334,17969.32,4.095238095238095,0.1746031746031746,2.216589861751152,60,0.14340257665720854
e62b2d6ac10570a035a30bafcf01d263,62,0.14084507042253522,0.1267605633802817,-8.605633802816902,8576.1,3.8333333333333335,0.18309859154929578,1.894871794871795,62,0.1522278527761739
06579cb253ecd5a3a12a9e6eb6bf8f47,62,0.1388888888888889,0.08333333333333333,-8.485714285714286,8732.91,3.763888888888889,0.25,2.57726917057903,62,0.15288320023584992
048c2757535328e0d7dac690ad3c0aae,51,0.13725490196078433,0.11764705882352941,-9.38,10551.06,4.224489795918367,0.13725490196078433,1.761054421768707,51,0.12837705744751635
900ba814c251a692506d7834c1218441,88,0.13636363636363635,0.07954545454545454,-7.883720930232558,31743.73,4.188235294117647,0.09090909090909091,1.440336134453781,88,0.14614431489807145
431af27f296bc6519d890aa5a05fdb11,117,0.136,0.104,-6.943548387096774,17330.2,3.774193548387097,0.248,2.4689221085759256,117,0.1719077468098055
a6fe7de3d16f6149ffe280349a8535a0,51,0.1346153846153846,0.11538461538461539,-8.92156862745098,3797.56,4.040816326530612,0.15384615384615385,1.831632653061224,51,0.1316313709667278
1eade46fba20122dc4aefb379f8c636b,58,0.13333333333333333,0.10666666666666667,-7.066666666666666,6334.35,4.306666666666667,0.09333333333333334,1.323603603603604,58,0.1262395493469263
8f2ce03f928b567e3d56181ae20ae952,153,0.13142857142857142,0.08571428571428572,-9.040697674418604,37539.65,4.08092485549133,0.13714285714285715,1.7841107675762866,153,0.162218004087445
fffd5413c0700ac820c7069d66d98c89,60,0.13114754098360656,0.04918032786885246,-10.672413793103448,12834.28,3.8666666666666667,0.21311475409836064,2.4225988700564973,60,0.13943043066726893
d13e50eaa47b4cbe9eb81465865d8cfc,67,0.13043478260869565,0.014492753623188406,-4.161764705882353,8346.94,4.811594202898551,0.028985507246376812,0.5080988917306053,67,0.11438424501983423
c31eff8334d6b3047ed34bebd4d62c36,122,0.13008130081300814,0.04878048780487805,-9.62809917355372,16581.29,3.8524590163934427,0.17886178861788618,1.9119360520254696,122,0.16248717975587196
f3da5b2ff499efb8d4a6d371d175d7dd,79,0.12941176470588237,0.08235294117647059,-7.530120481927711,6006.65,3.8333333333333335,0.2,2.2128514056224895,79,0.14793542602991108
8b28d096634035667e8263d57ba3368c,143,0.12903225806451613,0.10967741935483871,-9.62251655629139,14383.46,3.861842105263158,0.18064516129032257,2.146348902056466,143,0.16605190339848372
5058e8c1e82653974541e83690655b4a,63,0.1282051282051282,0.08974358974358974,-15.87012987012987,24018.800000000003,3.0789473684210527,0.358974358974359,2.4470175438596495,63,0.17317286562312897
ba143b05f0110f0dc71ad71b4466ce92,85,0.12790697674418605,0.08139534883720931,-7.761904761904762,7641.7300000000005,4.423529411764706,0.09302325581395349,1.2232492997198878,85,0.12879808022009614
59b22a78efb79a4797979612b885db36,125,0.12781954887218044,0.09774436090225563,-9.691729323308271,34845.08,3.9696969696969697,0.20300751879699247,2.3196854036548684,125,0.15572255924925552
2eb70248d66e0e3ef83659f71b244378,202,0.12735849056603774,0.09433962264150944,-9.49746192893401,50530.24,2.7163461538461537,0.49056603773584906,2.687267744332961,202,0.24911475019451224
a888faf2d1baececa6baf9c3d603ee1f,54,0.12727272727272726,0.05454545454545454,-10.24074074074074,19304.32,4.054545454545455,0.16363636363636364,2.089562289562289,54,0.12579072778756634
7e1fb0a3ebfb01ffb3a7dae98bf3238d,159,0.12643678160919541,0.09195402298850575,-10.195266272189349,36073.29,4.133720930232558,0.1206896551724138,1.6486808105535156,159,0.15523269570820442
